i,j,G_avg
36,32,-0.002936
36,33,0.005041
36,34,0.002880
36,35,0.004228
36,36,0.007914
36,37,0.006957
36,38,0.006806
36,39,0.007487
37,0,0.004097
37,1,0.010265
37,2,0.010885
37,3,0.011281
37,4,-0.001832
37,5,0.000495
37,6,-0.001210
37,7,-0.006071
37,8,0.001575
37,9,-0.002347
37,10,-0.001264
37,11,-0.006304
37,12,-0.006343
37,13,-0.005248
37,14,-0.001423
37,15,-0.008379
37,16,-0.008378
37,17,-0.008926
37,18,-0.008422
37,19,-0.007927
37,20,-0.002284
37,21,-0.003621
37,22,-0.000191
37,23,-0.001121
37,24,-0.000098
37,25,-0.007310
37,26,-0.003011
37,27,-0.003413
37,28,-0.001357
37,29,0.001366
37,30,0.002147
37,31,-0.000545
37,32,-0.000104
37,33,0.001452
37,34,0.001776
37,35,0.002111
37,36,0.004275
37,37,0.004709
37,38,0.005572
37,39,0.007286
38,0,0.006118
38,1,0.008583
38,2,0.013904
38,3,0.009014
38,4,-0.000327
38,5,0.002286
38,6,-0.002192
38,7,-0.007800
38,8,-0.001623
38,9,-0.003165
38,10,-0.002685
38,11,-0.004423
38,12,-0.003801
38,13,-0.005426
38,14,-0.005728
38,15,-0.005009
38,16,-0.009765
38,17,-0.005054
38,18,-0.003363
38,19,-0.001983
38,20,0.002561
38,21,-0.000980
38,22,-0.001320
38,23,-0.001883
38,24,-0.001104
38,25,-0.005701
38,26,-0.000157
38,27,-0.002918
38,28,-0.005896
38,29,-0.003291
38,30,0.000880
38,31,-0.002144
38,32,-0.000194
38,33,0.006761
38,34,0.002086
38,35,-0.003311
38,36,-0.000123
38,37,-0.000060
38,38,0.009344
38,39,0.005895
39,0,0.009575
39,1,0.010243
39,2,0.012666
39,3,0.004390
39,4,0.000167
39,5,-0.001726
39,6,-0.006930
39,7,-0.007523
39,8,-0.000794
39,9,0.000601
39,10,-0.000998
39,11,-0.002645
39,12,-0.002190
39,13,-0.001774
39,14,-0.007525
39,15,-0.002891
39,16,-0.006506
39,17,-0.004895
39,18,-0.004004
39,19,-0.000844
39,20,0.002468
39,21,0.003413
39,22,0.003713
39,23,0.002703
39,24,-0.000517
39,25,-0.001941
39,26,-0.002035
39,27,-0.005889
39,28,-0.005961
39,29,-0.004706
39,30,-0.000239
39,31,-0.001539
39,32,0.004042
39,33,0.007873
39,34,0.001133
39,35,-0.005615
39,36,-0.000286
39,37,0.000586
39,38,0.009464
39,39,0.005661
